88	202	1
166	867	1
444	1096	1
366	1244	1
564	1410	1
744	286	1
385	347	1
349	1228	1
525	1003	1
366	1124	1
146	1205	1
384	1661	1
794	598	1
839	400	1
359	1117	1
841	1134	1
407	853	1
526	860	1
576	875	1
894	1147	1
431	32	1
415	675	1
354	32	1
652	53	1
938	1607	1
426	337	1
935	1543	1
431	1203	1
140	409	1
893	1122	1
493	1784	1
884	1374	1
113	1246	1
162	784	1
424	1407	1
794	84	1
32	171	1
668	560	1
788	1681	1
206	59	1
626	1608	1
498	1603	1
359	1653	1
914	1065	1
10	528	1
29	60	1
875	1803	1
740	128	1
552	1802	1
152	915	1
538	1466	1
166	920	1
340	1300	1
333	923	1
18	1328	1
289	539	1
922	594	1
837	1764	1
385	1207	1
10	537	1
322	446	1
890	183	1
812	1324	1
53	1036	1
603	1715	1
419	579	1
765	1655	1
407	830	1
546	1471	1
317	1067	1
712	430	1
354	738	1
601	1062	1
961	1099	1
77	926	1
282	113	1
745	667	1
850	481	1
415	196	1
216	312	1
827	734	1
393	841	1
935	875	1
312	957	1
648	926	1
738	1779	1
4	1621	1
497	734	1
146	1754	1
229	898	1
720	1203	1
230	90	1
216	221	1
871	341	1
863	1252	1
857	1169	1
786	887	1
852	1290	1
922	749	1
866	339	1
890	55	1
659	344	1
158	369	1
858	1152	1
10	525	1
239	528	1
884	1175	1
595	549	1
464	771	1
501	1795	1
55	1018	1
879	1328	1
294	1044	1
302	526	1
546	466	1
48	1109	1
736	17	1
494	785	1
310	1466	1
932	1714	1
113	58	1
173	1421	1
485	21	1
382	926	1
708	1174	1
417	1668	1
658	1714	1
546	143	1
235	1184	1
838	143	1
645	1517	1
38	1246	1
847	383	1
644	59	1
748	843	1
308	1232	1
407	1735	1
653	886	1
394	1175	1
184	391	1
676	872	1
271	1228	1
472	1414	1
412	1711	1
10	830	1
166	1460	1
264	130	1
693	1431	1
893	1565	1
479	823	1
899	503	1
838	593	1
841	1174	1
879	1096	1
902	1706	1
680	123	1
426	341	1
660	37	1
556	63	1
232	1426	1
967	1240	1
368	1530	1
133	254	1
203	1285	1
758	537	1
528	1191	1
958	503	1
758	1071	1
853	880	1
949	1612	1
166	616	1
615	1612	1
366	159	1
525	670	1
806	926	1
311	880	1
712	516	1
247	444	1
706	1358	1
88	1139	1
835	1580	1
525	80	1
542	63	1
619	1175	1
152	358	1
114	1768	1
308	1297	1
151	1122	1
530	11	1
298	1356	1
10	1427	1
17	1339	1
326	1373	1
582	808	1
55	1611	1
354	1763	1
875	495	1
34	971	1
884	1425	1
354	655	1
945	1530	1
203	1240	1
582	1455	1
482	221	1
228	762	1
394	1426	1
428	229	1
530	632	1
360	246	1
867	1580	1
550	1207	1
379	312	1
673	670	1
432	1470	1
211	711	1
800	199	1
241	841	1
697	221	1
838	1057	1
482	782	1
32	853	1
46	396	1
837	1644	1
914	824	1
935	357	1
951	448	1
315	584	1
379	588	1
166	1160	1
921	1661	1
869	1603	1
932	1635	1
88	484	1
906	1479	1
476	1474	1
440	1775	1
52	732	1
412	1153	1
114	1174	1
823	1530	1
232	286	1
858	972	1
525	949	1
584	712	1
323	1634	1
229	525	1
576	1143	1
648	632	1
29	1311	1
167	1705	1
800	1549	1
795	1539	1
32	895	1
290	1608	1
754	959	1
759	1147	1
650	1189	1
426	37	1
230	1357	1
227	1147	1
759	36	1
775	1036	1
816	593	1
419	1122	1
875	1474	1
152	1790	1
354	719	1
603	1528	1
445	1763	1
323	123	1
636	1531	1
957	1692	1
476	878	1
443	623	1
963	1336	1
77	1618	1
567	1277	1
414	1491	1
251	1672	1
472	598	1
476	734	1
88	326	1
476	1603	1
428	39	1
407	307	1
366	830	1
47	326	1
628	1659	1
278	769	1
152	814	1
494	401	1
602	59	1
291	893	1
168	1206	1
207	1611	1
713	781	1
386	350	1
407	179	1
142	1019	1
87	1328	1
855	1303	1
172	1147	1
964	1564	1
779	196	1
491	1147	1
547	622	1
394	282	1
699	361	1
139	254	1
662	274	1
294	26	1
433	1421	1
122	484	1
75	584	1
525	672	1
394	1691	1
166	1598	1
95	954	1
363	893	1
206	1184	1
556	776	1
593	1102	1
18	1775	1
19	446	1
700	1775	1
310	959	1
385	1179	1
166	1216	1
513	155	1
256	1330	1
149	972	1
67	22	1
874	1283	1
191	1512	1
631	82	1
154	248	1
226	1404	1
855	808	1
428	675	1
309	847	1
774	13	1
949	1383	1
788	1217	1
700	312	1
202	1272	1
289	1252	1
290	1109	1
626	217	1
855	841	1
292	67	1
120	34	1
289	396	1
34	1603	1
64	667	1
260	839	1
261	1617	1
241	1435	1
55	1763	1
211	1071	1
120	68	1
88	1668	1
925	430	1
274	1590	1
113	1134	1
79	1597	1
684	1486	1
387	880	1
695	155	1
194	1790	1
282	1392	1
840	793	1
136	834	1
29	1206	1
724	867	1
388	1291	1
932	1684	1
216	1228	1
941	721	1
320	52	1
118	1552	1
841	344	1
678	199	1
737	202	1
611	1236	1
498	360	1
268	1160	1
841	620	1
514	456	1
949	1715	1
902	598	1
216	581	1
246	1517	1
145	1539	1
472	357	1
32	1360	1
289	946	1
308	1228	1
938	501	1
912	166	1
890	722	1
611	537	1
308	920	1
565	1093	1
282	204	1
237	202	1
935	63	1
146	337	1
706	358	1
855	285	1
458	1534	1
373	230	1
600	1635	1
788	722	1
748	1756	1
405	679	1
538	1602	1
855	1539	1
746	829	1
494	1431	1
323	1708	1
230	391	1
614	179	1
315	1097	1
393	1653	1
88	1754	1
747	1626	1
782	966	1
628	1037	1
289	221	1
388	1718	1
382	130	1
841	994	1
236	192	1
368	986	1
187	358	1
494	1385	1
163	688	1
199	1805	1
229	746	1
54	875	1
206	405	1
866	202	1
33	1384	1
56	113	1
636	1036	1
577	1602	1
334	893	1
450	1591	1
132	623	1
382	1354	1
853	1184	1
546	1024	1
285	1045	1
678	1124	1
949	622	1
8	1182	1
697	192	1
366	1407	1
382	1179	1
388	52	1
866	1219	1
146	1558	1
455	971	1
720	200	1
593	811	1
395	1331	1
742	823	1
465	117	1
808	841	1
18	1410	1
875	344	1
704	1584	1
135	1531	1
874	845	1
556	1809	1
103	1311	1
965	1519	1
542	993	1
893	519	1
844	233	1
86	1515	1
379	341	1
244	1252	1
523	1709	1
136	248	1
460	994	1
338	1728	1
122	1153	1
142	1382	1
407	1460	1
746	1065	1
445	1580	1
900	816	1
875	251	1
901	438	1
229	988	1
300	815	1
317	1146	1
318	396	1
154	476	1
62	1184	1
525	539	1
720	1165	1
354	1466	1
957	1426	1
678	926	1
308	444	1
10	379	1
354	334	1
264	159	1
268	1353	1
814	1771	1
364	732	1
925	376	1
855	464	1
95	1003	1
615	80	1
645	1364	1
900	1591	1
788	293	1
927	51	1
713	127	1
854	183	1
874	603	1
737	1448	1
718	1156	1
156	204	1
172	281	1
218	836	1
89	1779	1
790	461	1
317	1589	1
415	446	1
363	1611	1
794	839	1
542	1584	1
100	1086	1
791	124	1
748	365	1
975	476	1
289	508	1
678	1158	1
493	1775	1
922	1703	1
46	1359	1
957	841	1
867	936	1
18	274	1
157	1431	1
241	1409	1
661	1154	1
145	1790	1
866	1755	1
485	992	1
450	971	1
150	217	1
99	1390	1
866	1283	1
310	494	1
390	1187	1
754	691	1
354	1294	1
879	1205	1
234	391	1
789	516	1
697	1416	1
885	734	1
668	394	1
180	1321	1
695	1026	1
950	1635	1
857	304	1
906	374	1
95	37	1
364	152	1
873	880	1
284	893	1
792	1072	1
472	1507	1
354	839	1
271	829	1
645	59	1
639	1612	1
556	507	1
672	179	1
695	275	1
313	473	1
894	769	1
565	1249	1
611	1285	1
184	1491	1
759	1480	1
861	1113	1
248	1100	1
444	803	1
865	63	1
298	936	1
166	801	1
464	1175	1
556	595	1
542	1021	1
10	681	1
338	841	1
841	281	1
29	217	1
230	1576	1
972	1689	1
10	466	1
416	1492	1
112	1021	1
851	1277	1
112	1580	1
791	1122	1
472	1279	1
791	719	1
556	221	1
720	746	1
382	283	1
894	481	1
119	662	1
668	274	1
173	1521	1
153	330	1
619	1754	1
831	1184	1
899	63	1
167	1383	1
593	80	1
385	875	1
889	1331	1
976	1779	1
54	855	1
776	690	1
859	1004	1
112	1621	1
838	1517	1
645	766	1
712	391	1
460	986	1
384	113	1
637	1531	1
958	787	1
308	1423	1
174	734	1
903	246	1
173	1597	1
576	776	1
631	1135	1
132	337	1
455	6	1
672	722	1
672	1036	1
494	309	1
879	1326	1
166	1227	1
842	746	1
588	1540	1
154	334	1
88	1240	1
852	1791	1
87	920	1
576	821	1
130	1768	1
154	1734	1
914	593	1
525	285	1
822	622	1
538	794	1
388	128	1
202	1252	1
855	13	1
582	1217	1
788	870	1
642	114	1
652	1146	1
295	1621	1
904	1716	1
467	829	1
866	581	1
578	1123	1
668	302	1
855	202	1
223	1268	1
428	1290	1
343	717	1
704	784	1
861	1413	1
522	1045	1
823	1324	1
546	1600	1
29	1328	1
899	1521	1
298	446	1
695	1790	1
76	926	1
338	100	1
783	315	1
148	223	1
388	476	1
672	466	1
874	830	1
286	254	1
473	867	1
556	1285	1
645	338	1
101	1738	1
233	518	1
292	1812	1
608	1290	1
608	1297	1
162	235	1
500	869	1
352	834	1
383	216	1
236	1775	1
289	1703	1
150	622	1
507	790	1
936	524	1
586	211	1
44	986	1
869	482	1
473	1474	1
308	767	1
546	565	1
704	1542	1
788	855	1
159	1611	1
45	921	1
183	444	1
92	721	1
430	298	1
407	656	1
744	583	1
277	1401	1
774	1492	1
634	1552	1
202	1134	1
943	1573	1
114	1410	1
661	285	1
415	1021	1
100	300	1
592	1604	1
855	1605	1
88	334	1
672	354	1
131	1175	1
95	325	1
146	1143	1
662	490	1
842	113	1
787	1554	1
428	540	1
602	1480	1
312	1563	1
581	442	1
284	1189	1
688	1315	1
351	1590	1
419	1648	1
489	52	1
100	1283	1
241	1627	1
720	895	1
584	1381	1
142	1584	1
89	880	1
229	1466	1
741	1160	1
53	235	1
354	857	1
668	1461	1
489	754	1
152	1549	1
593	429	1
471	882	1
746	1612	1
576	283	1
410	1602	1
814	615	1
634	1179	1
167	997	1
697	1423	1
198	1611	1
828	461	1
381	89	1
5	341	1
228	1268	1
55	1603	1
779	1063	1
120	66	1
431	670	1
678	95	1
866	1775	1
940	1550	1
437	1311	1
601	1358	1
388	1603	1
586	127	1
891	518	1
145	446	1
492	1400	1
835	6	1
85	1160	1
308	293	1
446	622	1
951	516	1
407	767	1
389	1294	1
10	1324	1
556	662	1
918	1615	1
198	1321	1
34	1290	1
376	593	1
852	1021	1
530	936	1
929	150	1
240	179	1
428	1771	1
350	1321	1
8	1768	1
498	1536	1
810	1745	1
823	593	1
42	1580	1
922	357	1
634	675	1
211	392	1
946	1123	1
888	135	1
936	1571	1
678	1279	1
668	767	1
205	1698	1
697	1746	1
282	632	1
855	1050	1
146	159	1
593	219	1
761	1812	1
47	1271	1
950	1074	1
678	630	1
89	428	1
855	1603	1
92	1182	1
238	593	1
495	679	1
464	1240	1
829	1634	1
319	139	1
251	978	1
230	746	1
565	932	1
593	549	1
252	869	1
154	380	1
538	1101	1
428	1474	1
239	1248	1
624	632	1
814	380	1
382	576	1
662	1448	1
172	855	1
111	1611	1
720	1668	1
308	643	1
166	1605	1
611	1160	1
494	153	1
292	1483	1
183	1197	1
